Date,Team,Nombre,Acquired,Relinquished,Notes,ID
16-11-10,76ers,Darius Songaila,Darius Songaila,,activated from IL,2443
16-11-10,Blazers,Brandon Roy,,Brandon Roy,sore left knee (DNP),200750
16-11-10,Bucks,Carlos Delfino,,Carlos Delfino,strained neck (DNP),2568
16-11-10,Cavaliers,Samardo Samuels,,Samardo Samuels,placed on IL,202396
16-11-10,Cavaliers,Anderson Varejao,Anderson Varejao,,activated from IL,2760
16-11-10,Knicks,Shawne Williams,,Shawne Williams,placed on IL,200761
16-11-10,Knicks,Ronny Turiaf,Ronny Turiaf,,activated from IL,101142
16-11-10,Lakers,Theo Ratliff,,Theo Ratliff,placed on IL recovering from arthroscopic surgery on left knee to remove part of torn meniscus,689
16-11-10,Lakers,Steve Blake,Steve Blake,,activated from IL,2581
16-11-10,Pacers,Darren Collison,,Darren Collison,placed on IL with sprained left ankle,201954
16-11-10,Pacers,Tyler Hansbrough,,Tyler Hansbrough,placed on IL with sprained left ankle,201946
16-11-10,Pacers,A.J. Price,A.J. Price,,activated from IL,201985
16-11-10,Pacers,Jeff Foster,Jeff Foster,,activated from IL,1902
16-11-10,Raptors,Solomon Alabi,,Solomon Alabi,placed on IL,202374
16-11-10,Raptors,Linas Kleiza,Linas Kleiza,,activated from IL,101132
16-11-10,Wizards,John Wall,,John Wall ,placed on IL with sprained left foot,202322
16-11-10,Wizards,Jianlian Yi,,Jianlian Yi,placed on IL with bruised right knee,201146
16-11-10,Wizards,Hamady N'Diaye,Hamady N'Diaye,,activated from IL,202380
16-11-10,Wizards,Lester Hudson,Lester Hudson,,activated from IL,201991
17-11-10,Celtics,Jermaine O'Neal,,Jermaine O'Neal,placed on IL,979
17-11-10,Clippers,Randy Foye,,Randy Foye,strained left hamstring (DNP),200751
17-11-10,Jazz,Kyrylo Fesenko,,Kyrylo Fesenko,dizziness (DNP),201178
17-11-10,Mavericks,Steve Novak,,Steve Novak,placed on IL,200779
17-11-10,Mavericks,Caron Butler,Caron Butler,,activated from IL,2406
17-11-10,Nets,Ben Uzoh,,Ben Uzoh,placed on IL,202386
17-11-10,Nets,Troy Murphy,,Troy Murphy,placed on IL with sore right foot,2211
17-11-10,Nets,Joe Smith,Joe Smith ,,activated from IL,693
17-11-10,Nets,Terrence Williams,Terrence Williams,,activated from IL,201944
17-11-10,Rockets,Chase Budinger,,Chase Budinger,sprained left ankle (DNP),201978
17-11-10,Thunder,Cole Aldrich,,Cole Aldrich,placed on IL,202332
17-11-10,Thunder,B.J. Mullens,B.J. Mullens,,activated from IL,201957
17-11-10,Timberwolves,Nikola Pekovic,,Nikola Pekovic,placed on IL with sprained left ankle,201593
17-11-10,Timberwolves,Luke Ridnour,Luke Ridnour,,activated from IL,2557
18-11-10,Blazers,Brandon Roy,,Brandon Roy,sore left knee (DNP),200750
18-11-10,Magic,Jason Williams,,Jason Williams,foot injury (DTD),1715
18-11-10,Pacers,Tyler Hansbrough,Tyler Hansbrough,,activated from IL,201946
19-11-10,Blazers,Greg Oden,,Greg Oden,mircofracture surgery on left knee (out for season),201141
19-11-10,Bobcats,Eduardo Najera,,Eduardo Najera,placed on IL,2059
19-11-10,Bobcats,Kwame Brown,Kwame Brown,,activated from IL (P),2198
19-11-10,Bucks,Carlos Delfino,,Carlos Delfino,strained neck (DNP),2568
19-11-10,Cavaliers,Manny Harris,,Manny Harris,placed on IL,202412
19-11-10,Cavaliers,Mo Williams,Mo Williams,,activated from IL,2590
19-11-10,Heat,Juwan Howard,,Juwan Howard,broken nose (DNP),436
19-11-10,Knicks,Timofey Mozgov,,Timofey Mozgov,left calf injury (DNP),202389
19-11-10,Nets,Terrence Williams,,Terrence Williams,placed on IL,201944
19-11-10,Nets,Ben Uzoh,Ben Uzoh,,activated from IL,202386
19-11-10,Thunder,Kevin Durant,,Kevin Durant,placed on IL with sprained left ankle,201142
19-11-10,Thunder,Daequan Cook,Daequan Cook,,activated from IL,201161
19-11-10,Warriors,Brandan Wright,,Brandan Wright,strained lower back (DNP),201148
20-11-10,Blazers,Brandon Roy,,Brandon Roy,sore left knee (DNP),200750
20-11-10,Bobcats,Kwame Brown,,Kwame Brown,placed on IL,2198
20-11-10,Bobcats,Dominic McGuire,Dominic McGuire,,activated from IL,201187
20-11-10,Bucks,Carlos Delfino,,Carlos Delfino,strained neck (DNP),2568
20-11-10,Heat,Dwyane Wade,,Dwyane Wade,placed on IL with sprained left wrist,2548
20-11-10,Heat,Jamaal Magloire,Jamaal Magloire,,activated from IL,2048
20-11-10,Magic,Malik Allen,,Malik Allen,placed on IL,2124
20-11-10,Magic,J.J. Redick,J.J. Redick,,activated from IL,200755
20-11-10,Nets,Quinton Ross,,Quinton Ross,placed on IL with calf injury,2624
20-11-10,Nets,Terrence Williams,Terrence Williams,,activated from IL,201944
20-11-10,Pacers,Dahntay Jones,,Dahntay Jones,placed on IL,2563
20-11-10,Suns,Steve Nash,,Steve Nash,strained groin (DNP),959
21-11-10,Celtics,Rajon Rondo,,Rajon Rondo,placed on IL with strained left hamstring,200765
21-11-10,Celtics,Avery Bradley,Avery Bradley,,activated from IL,202340
21-11-10,Hornets,Marcus Thornton,Marcus Thornton ,,activated from IL,201977
21-11-10,Kings,Antoine Wright,,Antoine Wright,placed on IL,101120
21-11-10,Kings,Pooh Jeter,Pooh Jeter,,activated from IL,200817
21-11-10,Raptors,Leandro Barbosa,Leandro Barbosa,,activated from IL,2571
21-11-10,Wizards,Hamady N'Diaye,,Hamady N'Diaye,placed on IL,202380
21-11-10,Wizards,John Wall,John Wall ,,activated from IL,202322
21-11-10,Wizards,John Wall,,John Wall ,sprained left foot (DNP),202322
22-11-10,Heat,Udonis Haslem,,Udonis Haslem,placed on IL with torn ligament in left foot (out for season),2617
22-11-10,Heat,Dwyane Wade,Dwyane Wade,,activated from IL,2548
22-11-10,Hornets,David Andersen,,David Andersen,placed on IL,2431
22-11-10,Hornets,Marcus Banks,,Marcus Banks,placed on IL,2556
22-11-10,Hornets,Marcus Thornton,,Marcus Thornton ,DNP,201977
22-11-10,Hornets,Aaron Gray,Aaron Gray,,activated from IL,201189
22-11-10,Nuggets,Chauncey Billups,,Chauncey Billups,placed on IL with broken nose and sprained right wrist,1497
22-11-10,Nuggets,Chris Andersen,Chris Andersen,,activated from IL,2365
22-11-10,Pacers,A.J. Price,,A.J. Price,placed on IL,201985
22-11-10,Pacers,Jeff Foster,,Jeff Foster,placed on IL,1902
22-11-10,Pacers,Dahntay Jones,Dahntay Jones,,activated from IL,2563
22-11-10,Pacers,Darren Collison,Darren Collison,,activated from IL,201954
22-11-10,Thunder,Daequan Cook,,Daequan Cook,placed on IL,201161
22-11-10,Thunder,Morris Peterson,,Morris Peterson,placed on IL,2050
22-11-10,Thunder,Jeff Green,Jeff Green,,activated from IL,201145
22-11-10,Thunder,Kevin Durant,Kevin Durant,,activated from IL,201142
22-11-10,Warriors,Brandan Wright,,Brandan Wright,strained lower back (DNP),201148
23-11-10,76ers,Andre Iguodala,Andre Iguodala,,activated from IL,2738
23-11-10,Bobcats,DeSagana Diop,,DeSagana Diop,placed on IL,2205
23-11-10,Bobcats,Kwame Brown,Kwame Brown,,activated from IL,2198
23-11-10,Heat,Udonis Haslem,,Udonis Haslem,surgery on left foot to repair torn ligament (out for season),2617
23-11-10,Nets,Damion James,Damion James,,activated from IL,202345
23-11-10,Pacers,Dahntay Jones,,Dahntay Jones,placed on IL,2563
23-11-10,Pacers,Jeff Foster,Jeff Foster,,activated from IL,1902
24-11-10,76ers,Darius Songaila,,Darius Songaila,placed on IL,2443
24-11-10,76ers,Craig Brackins,Craig Brackins,,activated from IL,202342
24-11-10,Bucks,Andrew Bogut,,Andrew Bogut,sore back (DNP),101106
24-11-10,Bucks,Carlos Delfino,,Carlos Delfino,strained neck (DNP),2568
24-11-10,Bulls,Taj Gibson,,Taj Gibson,right ankle/foot injury (DNP),201959
24-11-10,Celtics,Delonte West,,Delonte West,broken right wrist (out indefinitely),2753
24-11-10,Hornets,Pops Mensah-Bonsu,,Pops Mensah-Bonsu,placed on IL,200822
24-11-10,Magic,Vince Carter,,Vince Carter,placed on IL with sprained left knee,1713
24-11-10,Magic,Jason Williams,Jason Williams,,returned to lineup,1715
24-11-10,Magic,Malik Allen,Malik Allen,,activated from IL,2124
24-11-10,Thunder,B.J. Mullens,,B.J. Mullens,placed on IL,201957
24-11-10,Thunder,Morris Peterson,Morris Peterson,,activated from IL,2050
24-11-10,Warriors,Brandan Wright,,Brandan Wright,strained lower back (DNP),201148
25-11-10,Kings,Francisco Garcia,,Francisco Garcia,placed on IL with illness,101128
25-11-10,Kings,Antoine Wright,Antoine Wright,,activated from IL,101120
25-11-10,Wizards,Al Thornton,,Al Thornton,placed on IL with sprained left ankle,201154
25-11-10,Wizards,Hamady N'Diaye,Hamady N'Diaye,,activated from IL,202380
26-11-10,Bucks,Andrew Bogut,,Andrew Bogut,sore back (DNP),101106
26-11-10,Bucks,Carlos Delfino,,Carlos Delfino,strained neck (DNP),2568
26-11-10,Bulls,Derrick Rose,,Derrick Rose,placed on IL with sore neck,201565
26-11-10,Celtics,Delonte West,,Delonte West,placed on IL withi broken right wrist,2753
26-11-10,Celtics,Rajon Rondo,Rajon Rondo,,activated from IL,200765
26-11-10,Grizzlies,Acie Law,,Acie Law,placed on IL with flu,201151
26-11-10,Grizzlies,DeMarre Carroll,DeMarre Carroll,,activated from IL,201960
26-11-10,Mavericks,Alex Ajinca,Alex Ajinca,,activated from IL,201582
26-11-10,Raptors,Reggie Evans,,Reggie Evans,broken right foot (out indefinitely),2501
26-11-10,Thunder,Nenad Krstic,,Nenad Krstic,placed on IL with back spasms,2420
26-11-10,Thunder,B.J. Mullens,B.J. Mullens,,activated from IL,201957
26-11-10,Warriors,Brandan Wright,,Brandan Wright,strained lower back (DNP),201148
26-11-10,Mavericks,Brendan Haywood,,Brendan Haywood,placed on IL for suspension,2217
27-11-10,76ers,Craig Brackins,,Craig Brackins,placed on IL,202342
27-11-10,76ers,Darius Songaila,Darius Songaila,,activated from IL,2443
27-11-10,Bucks,Andrew Bogut,,Andrew Bogut,sore back (DNP),101106
27-11-10,Bucks,Carlos Delfino,,Carlos Delfino,placed on IL witih strained neck,2568
27-11-10,Bucks,Corey Maggette,,Corey Maggette,sore left ankle (DNP),1894
27-11-10,Bucks,Drew Gooden,,Drew Gooden,plantar fasciitis in left foot (DNP),2400
27-11-10,Bucks,Chris Douglas-Roberts,Chris Douglas-Roberts,,activated from IL,201604
27-11-10,Bulls,John Lucas III,,John Lucas III,placed on IL,101249
27-11-10,Bulls,Derrick Rose,Derrick Rose,,activated from IL,201565
27-11-10,Mavericks,Alex Ajinca,,Alex Ajinca,placed on IL,201582
27-11-10,Warriors,Brandan Wright,,Brandan Wright,placed on IL with strained lower back,201148
27-11-10,Warriors,David Lee,David Lee,,activated from IL,101135
27-11-10,Wizards,John Wall,,John Wall ,bruised right knee (P) / sore left knee (CBC) (DNP),202322
27-11-10,Mavericks,Brendan Haywood,Brendan Haywood,,activated from IL,2217
28-11-10,Blazers,Sean Marks,,Sean Marks,sprained right ankle (DNP),1752
28-11-10,Clippers,Randy Foye,,Randy Foye,strained left hamstring (DNP),200751
28-11-10,Knicks,Ronny Turiaf,,Ronny Turiaf,placed on IL with sore left knee,101142
28-11-10,Knicks,Toney Douglas,,Toney Douglas,bruised right quadriceps (DNP),201962
28-11-10,Knicks,Shawne Williams,Shawne Williams,,activated from IL,200761
28-11-10,Lakers,Devin Ebanks,,Devin Ebanks,gastroenteritis (DNP),202365
28-11-10,Nets,Joe Smith,,Joe Smith ,placed on IL,693
28-11-10,Nets,Troy Murphy,Troy Murphy,,activated from IL,2211
28-11-10,Nuggets,Renaldo Balkman,,Renaldo Balkman,placed on IL,200764
28-11-10,Nuggets,Chauncey Billups,Chauncey Billups,,activated from IL,1497
28-11-10,Pacers,Paul George,,Paul George,placed on IL,202331
28-11-10,Pacers,Dahntay Jones,Dahntay Jones,,activated from IL,2563
28-11-10,Raptors,Peja Stojakovic,,Peja Stojakovic,swollen left knee (DNP),978
28-11-10,Raptors,Reggie Evans,,Reggie Evans,broken right foot (DNP),2501
29-11-10,Bucks,Andrew Bogut,,Andrew Bogut,sore back (DNP),101106
29-11-10,Bucks,Corey Maggette,,Corey Maggette,illness (DNP),1894
29-11-10,Bucks,Drew Gooden,,Drew Gooden,left foot injury (DNP),2400
29-11-10,Hornets,Aaron Gray,,Aaron Gray,placed on IL,201189
29-11-10,Hornets,David Andersen,David Andersen,,activated from IL,2431
29-11-10,Thunder,B.J. Mullens,,B.J. Mullens,placed on IL,201957
29-11-10,Thunder,Nenad Krstic,Nenad Krstic,,activated from IL,2420
29-11-10,Wizards,John Wall,,John Wall ,bruised right knee (P) (DNP),202322
30-11-10,Celtics,Delonte West,,Delonte West,surgery to repair broken right wrist,2753
30-11-10,Grizzlies,Darrell Arthur,,Darrell Arthur,placed on IL with strained left groin,201589
30-11-10,Grizzlies,Acie Law,Acie Law,,activated from IL,201151
30-11-10,Kings,Francisco Garcia,Francisco Garcia,,activated from IL,101128
30-11-10,Knicks,Toney Douglas,Toney Douglas,,returned to lineup,201962
30-11-10,Magic,Malik Allen,,Malik Allen,placed on IL,2124
30-11-10,Magic,Vince Carter,Vince Carter,,activated from IL,1713
01-12-10,Bucks,Andrew Bogut,,Andrew Bogut,sore back (DNP),101106
01-12-10,Bulls,Brian Scalabrine,,Brian Scalabrine,placed on IL,2243
01-12-10,Bulls,Carlos Boozer,Carlos Boozer,,activated from IL,2430
01-12-10,Clippers,Randy Foye,,Randy Foye,placed on IL with strained left hamstring,200751
01-12-10,Clippers,Baron Davis,Baron Davis,,activated from IL,1884
01-12-10,Hawks,Joe Johnson,,Joe Johnson,placed on IL with loose particle in right elbow,2207
01-12-10,Hawks,Etan Thomas,Etan Thomas,,activated from IL,2041
01-12-10,Magic,J.J. Redick,,J.J. Redick,placed on IL with stomach virus,200755
01-12-10,Magic,Malik Allen,Malik Allen,,activated from IL,2124
01-12-10,Mavericks,Dominique Jones,,Dominique Jones,placed on IL,202346
01-12-10,Mavericks,Steve Novak,Steve Novak,,activated from IL,200779
01-12-10,Nets,Devin Harris,,Devin Harris,placed on IL with sprained left knee,2734
01-12-10,Nets,Quinton Ross,Quinton Ross,,activated from IL,2624
01-12-10,Raptors,Peja Stojakovic,,Peja Stojakovic,swollen left knee (DNP),978
01-12-10,Raptors,Reggie Evans,,Reggie Evans,placed on IL recovering from surgery to repair broken right foot,2501
01-12-10,Raptors,Ed Davis,Ed Davis ,,activated from IL,202334
01-12-10,Thunder,Kevin Durant,,Kevin Durant,placed on IL with sprained left knee,201142
01-12-10,Thunder,B.J. Mullens,B.J. Mullens,,activated from IL,201957
01-12-10,Wizards,Hamady N'Diaye,,Hamady N'Diaye,placed on IL,202380
01-12-10,Wizards,Al Thornton,Al Thornton,,activated from IL,201154
02-12-10,Clippers,Chris Kaman,Chris Kaman,,activated from IL,2549
02-12-10,Hawks,Joe Johnson,,Joe Johnson,arthroscopic surgery on right elbow to remove loose particle (out indefinitely),2207
03-12-10,76ers,Darius Songaila,,Darius Songaila,placed on IL,2443
03-12-10,76ers,Andre Iguodala,Andre Iguodala,,activated from IL (P),2738
03-12-10,Blazers,Luke Babbitt,,Luke Babbitt,placed on IL,202337
03-12-10,Blazers,Joel Przybilla,Joel Przybilla,,activated from IL,2038
03-12-10,Bobcats,DeSagana Diop,,DeSagana Diop,placed on IL (P),2205
03-12-10,Bulls,Kurt Thomas,,Kurt Thomas,placed on IL,703
03-12-10,Bulls,Brian Scalabrine,Brian Scalabrine,,activated from IL,2243
03-12-10,Clippers,Willie Warren,,Willie Warren,placed on IL,202378
03-12-10,Grizzlies,DeMarre Carroll,,DeMarre Carroll,placed on IL,201960
03-12-10,Grizzlies,Darrell Arthur,Darrell Arthur,,activated from IL,201589
03-12-10,Hornets,David West,,David West,stomach virus (DNP),2561
03-12-10,Magic,Dwight Howard,,Dwight Howard,stomach virus (DNP),2730
03-12-10,Magic,Jameer Nelson,,Jameer Nelson,stomach virus (DNP),2749
03-12-10,Magic,Mickael Pietrus,,Mickael Pietrus,placed on IL with stomach flu,2554
03-12-10,Nuggets,Melvin Ely,,Melvin Ely,placed on IL,2408
03-12-10,Nuggets,Renaldo Balkman,Renaldo Balkman,,activated from IL,200764
03-12-10,Pacers,Jeff Foster,,Jeff Foster,placed on IL,1902
03-12-10,Pacers,A.J. Price,A.J. Price,,activated from IL,201985
03-12-10,Raptors,Peja Stojakovic,,Peja Stojakovic,swollen left knee (DNP),978
03-12-10,Wizards,Nick Young,,Nick Young,placed on IL with bruised left thigh,201156
03-12-10,Wizards,Jianlian Yi,Jianlian Yi,,activated from IL,201146
03-12-10,Magic,J.J. Redick,J.J. Redick,,activated from IL,200755
03-12-10,Magic,J.J. Redick,,J.J. Redick,stomach virus (DNP),200755
04-12-10,Bucks,Drew Gooden,,Drew Gooden,placed on IL with left foot injury,2400
04-12-10,Bulls,Brian Scalabrine,,Brian Scalabrine,placed on IL,2243
04-12-10,Bulls,Kurt Thomas,Kurt Thomas,,activated from IL,703
04-12-10,Cavaliers,J.J. Hickson,,J.J. Hickson,placed on IL with illness,201581
04-12-10,Cavaliers,Joey Graham,,Joey Graham,placed on IL with illness,101121
04-12-10,Cavaliers,Manny Harris,Manny Harris,,activated from IL,202412
04-12-10,Cavaliers,Samardo Samuels,Samardo Samuels,,activated from IL,202396
04-12-10,Magic,Dwight Howard,,Dwight Howard,stomach virus (DNP),2730
04-12-10,Magic,J.J. Redick,,J.J. Redick,stomach virus (DNP),200755
04-12-10,Magic,Jameer Nelson,,Jameer Nelson,stomach virus (DNP),2749
04-12-10,Magic,Ryan Anderson,,Ryan Anderson,sprained right foot (DNP),201583
04-12-10,Timberwolves,Anthony Tolliver,,Anthony Tolliver,placed on IL with sprained MCL in right knee,201229
04-12-10,Timberwolves,Michael Beasley,,Michael Beasley,sprained right ankle (DNP),201563
04-12-10,Timberwolves,Nikola Pekovic,Nikola Pekovic,,activated from IL,201593
05-12-10,Cavaliers,Manny Harris,,Manny Harris,placed on IL,202412
05-12-10,Cavaliers,Samardo Samuels,,Samardo Samuels,placed on IL,202396
05-12-10,Cavaliers,J.J. Hickson,J.J. Hickson,,activated from IL,201581
05-12-10,Cavaliers,Joey Graham,Joey Graham,,activated from iL,101121
05-12-10,Celtics,Rajon Rondo,,Rajon Rondo,strained hamstring (DNP),200765
05-12-10,Grizzlies,DeMarre Carroll,DeMarre Carroll,,activated from IL,201960
05-12-10,Hornets,Didier Mbenga,,Didier Mbenga ,placed on IL with illness,2788
05-12-10,Hornets,Aaron Gray,Aaron Gray,,activated from IL,201189
05-12-10,Nets,Ben Uzoh,,Ben Uzoh,placed on IL,202386
05-12-10,Nets,Devin Harris,Devin Harris,,activated from IL,2734
05-12-10,Nuggets,Chris Andersen,,Chris Andersen,placed on IL with fracture in lower back,2365
05-12-10,Nuggets,Melvin Ely,Melvin Ely,,activated from IL,2408
05-12-10,Raptors,Peja Stojakovic,,Peja Stojakovic,sore/swollen left knee (DNP),978
05-12-10,Thunder,D.J. White,,D.J. White,sprained right ankle (DTD),201591
05-12-10,Thunder,Morris Peterson,,Morris Peterson,placed on IL,2050
05-12-10,Thunder,Kevin Durant,Kevin Durant,,activated from IL,201142
05-12-10,Warriors,Rodney Carney,,Rodney Carney,sprained left foot (DTD),200760
05-12-10,Wizards,Kevin Seraphin,,Kevin Seraphin,placed on IL (P),202338
05-12-10,Wizards,Nick Young,Nick Young,,activated from IL,201156
06-12-10,Bucks,Brian Skinner,,Brian Skinner,placed on IL,1730
06-12-10,Bulls,Kurt Thomas,,Kurt Thomas,placed on IL,703
06-12-10,Bulls,Brian Scalabrine,Brian Scalabrine,,activated from IL,2243
06-12-10,Clippers,Chris Kaman,,Chris Kaman,placed on IL with sprained left ankle,2549
06-12-10,Clippers,Willie Warren,Willie Warren,,activated from IL,202378
06-12-10,Hawks,Jordan Crawford,,Jordan Crawford,placed on IL,202348
06-12-10,Knicks,Bill Walker,,Bill Walker,placed on IL,201611
06-12-10,Knicks,Ronny Turiaf,Ronny Turiaf,,activated from IL,101142
06-12-10,Magic,Jameer Nelson,,Jameer Nelson,stomach flu (DNP),2749
06-12-10,Magic,Ryan Anderson,,Ryan Anderson,placed on IL,201583
06-12-10,Magic,Mickael Pietrus,Mickael Pietrus,,activated from IL,2554
06-12-10,Bucks,Drew Gooden,Drew Gooden,,activated from IL,2400
06-12-10,Bucks,Drew Gooden,,Drew Gooden,patella tendinitis in left foot (DNP),2400
07-12-10,Mavericks,Tyson Chandler,,Tyson Chandler,placed on IL with stomach flu,2199
07-12-10,Mavericks,Alex Ajinca,Alex Ajinca,,activated from IL,201582
07-12-10,Nets,Stephen Graham,,Stephen Graham,placed on IL,101211
07-12-10,Nets,Ben Uzoh,Ben Uzoh,,activated from IL,202386
07-12-10,Pistons,DaJuan Summers,DaJuan Summers,,activated from IL,201969
